"","Reviews"
"2197","I've been a Sony user my whole life and I'm usually pretty pleased with them. Sony phones are super user friendly and I usually just like the overall quality of their phones, but this phone is a game changer! I feel like this is the most luxurious phone I've ever held! I take lots of pictures so the first thing I played with was the camera, and I started to get worried because I read reviews it wasn't that great, but I think its wonderful. It does very well in low light and it seems to fit more into the picture, it also has cute editing settings for those who like to play with pics. It set up very quickly and I was able to update and download all my old apps that I liked in a reasonable amount of time. I heard phone calls were quiet but I made a few phone calls and played with ringtones and they seemed loud enough to me, the dimmest brightness setting is still very bright, and I was able to send and receive mms very quickly which is something I've found to be on the slower side with Sony phones. I have yet to test just how waterproof the phone is but based on videos and other reviews I've read I'm betting it'll hold up through anything I could/would ever put it through. The phone took just under 2 hours to fully charge and it actually does last 2 days! I put it through at least 12 hours of internet streaming and made phone calls and texts before needing to charge it again at the end of the second day, also I had like 12 apps running at once before I decided to close them all and you'd never even know all those apps were running it was so fast! I definitely recommend this phone to anyone looking into it."
"2198","A good phone."
"2199","Very good phone! Even though the camera was broken so i returned it! And bought another one from other brand! Anyway the phone is very fast and has a good size like the xperia z3! I love the fact that is waterproof even though i could never experienced it. I would recommend is you are looking for a budget phone this one will work just fine"
"2200","I love it"
"2201","Great product."
"2202","A good phone!"
"2203","I really like the phone but unfortunately my tmobile sim does not fit on it. Too bad I have to return it."
"2204","Love it, it's fast slim, and very sleek. The only down side is that it's slippery."
"2205","this product must be defective i plugged i in to charge and thought it was gonna caught fire. returned it immediately still waiting on my refund"
"2206","I am very happy with my cell phone. Beautiful and friendly"
"2207","We've had this phone for 3 months or so, and it just decided to completely quit working. In the middle of the day, it shut off and now refuses to turn back on (the battery was at 60%).Aside from the fact that it no longer works, we were having trouble with various aspects of the phone. It would constantly switch networks in the middle of calls and then hang up on the person you're talking to. Additionally, the battery life *might* be good for 12 hours, and the GPS does not work---it updates two or three miles after you've missed the turn."
"2208","Update: the phone has been under repair by sony for 6 weeks, ""waiting for parts"" with no information on when it will be sent back. That makes nearly 3 months of repair time in 7 months of ownership. This phone has gone back twice, and my daughter's Z3 Compact has gone back once for the side charge port coming off, and been fixed a second time by me for the same issue, along with a new back, which spontaneously shattered while sitting on a car seat about 1 week after the warranty expired.Well, I bought this phone for $200. But it is really a $400 phone since you have to buy 2 of them. One to use, and one to send back for repair. Actually a fine phone when it works. First phone had the screen fail after a few months, now replacement has the microphone and earpiece fail a few month later. A smart phone kinda needs a screen and a microphone and speaker. Like I say, just buy 2."
"2209","Not the best quality. Doesn't really protect the cell phone, just by scratches."
"2210","I have had overheating and shut off issues ever since I purchased this phone, but I sucked it up. In December a software update prevented the phone from restarting continually when it overheated. However, it still, overheated. In March the phone died. It Refused to charge it just gave up the ghost. I sent it to Sony for repair and one month later still no phone. It is impossible to speak with anyone at the repair center and the customer service is equally hopeless. My advice is to keep your money. If you are ever unfortunate enough to need a repair you will be on your own."
"2211","Here is why. It arrived, I charged it, got it to the store and activated my sim for it with my plan, the problem with this phone is it constantly restarts. I've tried several things and no luck. Every time it updates an app or downloads something, it restarts. Your in the middle of doing something, it freezes for about 5 seconds... then restarts. It sits there and I'm not even using it, you guessed it, restarts. Also it gets hot, even after 1 minute of use. That is very irregular. I finally gave up after the third time it went unresponsive and black screen. Last night it ""stayed on"" somehow with a black screen and overheated. The battery was depleted when I woke and it was very hot. DO NOT GET THIS PHONE."
"2212","So I've always been bad lucky with Blackberry and Blu. My first time owning a Sony Phone. Was super amazed that it was water proof. Threw it in water last night for couple minutes and its still up and running. Can't go wrong with this phone. Its cheap plus have amazing specs. My only wish is that I got the dual SIM version."
"2213","Great!"
"2214","phone is very sleek and attractive. very light in the hands.. set up was a cakewalk.. android 5.0 preinstalled. pretty quick response time .. overall impressed with this phone. has gotten a little warm with heavy use but nothing extreme like noted in some of the other reviews, completely happy with my choice.. my last phone was a galaxy s4 active. so to still be impressed.. it says alot. i would so make the same decision again"
"2215","very good"
"2216","Love it. It's awesome for a $200 phone! It is waterproof. It works with any network that uses Sim cards. It does get warm when the processor gets going like other reviews state, doesn't affect operation. Camera is okay. The warranty is badass. The screen cracked and they replaced it immediately."
"2217","The phone itself is OK. It heats up too quickly. The worst part is Sony's Xperia Protection which rendered my phone useless and bricked it. If you purchase this phone don't use this feature."
"2218","Very good!"
"2219","Unfortunately this phoneis giving me tons of errors since the beggining, now the camera is not working, the has never been dropped I wrote to Sony looking for an answer but they didn't reply, I bought this phone on December 2015. I feel ripped off!"
"2220","You get what you pay for has some issues bit price was right"
"2221","Love this phone for my daughter"
"2222","Excelent price. It's a good Android Phone, not the top but good enough."
"2223","My husband truly did like his new phone. Price was terrific when I bought during a flash sale, I think. He likes the phone... and I didn't have to spend three or four times as much on a phone. T-Mobile sim bought with it was perfect, too."
"2224","Pros+Good Looking Design+Good Performance+Waterproof+MicroSD Expansion+Good Camera+Android Pay CompatibleCons-Okay Screen-Average Speaker-Average Battery Life-Decent Performance-Not the only good phone availableShould you buy: YESActual Value $200Sony has made a lot of great, if a bit too frequent, phones. With a waterproof design and glass construction, it has a great record of making phones. However, those phones had competition from Samsung, LG, among others that made it difficult to stand out. Sony, however, has decided to aim for the midrange market by making this: the Xperia M4 Aqua. In 2014, I would’ve recommended this phone instantly. However, in 2016, is it still a good buy among the rest of the excellent lineup of 2015? That is what I tried to find. In short, it is a good phone. But that leaves me conflicted as to where to place this phone in the current state of the market.-Design-Any similarities with any of the phones in the Xperia lineup is no coincidence. In fact, that is kind of its selling point; it doesn’t look like other phones in this price range. The glass found on the front and back is beautiful and feels premium in the hand and from any distance it looks like a much pricier phone. The Sony and Xperia label add a bit of class to this otherwise good looking budget phone. This also makes it a bit disappointing to find a plastic frame instead of a metal one that is found on its older brother. But considering its price, this is something that can be forgiven. In the hand, it feels light enough to easily carry but dense enough to feel like it won’t break easily. That being said, I recommend buying a case immediately in order to prevent any part of the glass from shattering. The front grills on the phone are nice, but they are a bit deceiving. The speaker, unlike the other Xperia, is actually on the bottom of the phone. The top one is an earpiece for calling and the bottom one is a microphone. There is also your typical power and volume rocker, along with a two-stage button. This last button that should be in all phones and I’m surprised that it is a rare thing to find these days. Overall, it is a good looking phone that should make most people happy.-Performance-The specs on this phone are good for the price. It is packing a Snapdragon 615 with 2GB of RAM, 720p display, Android Lollipop, and microSD card expansion. In benchmarks, the phone runs just above the Alcatel Idol 3 (4.7) but a great distance under the Samsung Galaxy S5. It is a respectable score for the price. However, it is a bit confusing in general use. It is snappy most of the time with general day to day task. But sometimes the bloatware that Sony adds to the phone makes it stutter a bit, particularly when multitasking a lot of apps. It never slows down completely or enough to get in the way, but it is noticeable. Most games, or any other graphic demanding app, do run well on this device without an issue with only the heaviest of games stuttering a bit. Apps also run smooth while they are open and even when going back to it while multitasking. In my practical testing, I can open up to 5 apps without any of them closing, including Chrome, Snapchat, YouTube, Amazon app, and Instagram. Signal quality, for the most part, is good. There are a few areas in my area of Los Angeles where I get a weaker signal than what I’ve experienced with OnePlus and Alcatel, but they are minor issues. My top speed running on the T-Mobile network was 54 Mbps download speed and 7 Mbps upload. Call quality is also good from both ends of the call, with both earpiece and loudspeaker providing loud volume and above average quality. While it does have the hardware to use Band 12, it is unable to use it since it doesn’t meet the requirement from T-Mobile. But it still performs well and should be great for most people.-Display-The phone has a 1280 x 720 HD display with a pixel density of 294 ppi. While on paper that does look like a lower level of pixel density than other phones it’s actually good enough for most people, with text looking slightly fuzzy when holding the phone right up close. Colors are good, but not excellent. They are good enough, but next to something like the S5, OnePlus, or even the Alcatel Idol 3 the colors look a bit washed out. The white balance is slightly towards the blue side, but it isn’t that noticeable. Thankfully, Sony does allow for tweaking the display settings should you want to make it good. Contrast and brightness levels, on the other hand, are great and they do allow for it to be usable in direct sunlight. Only thing I have of concern is the glass on the display. I have not found a confirm report as to what the glass is (Gorilla Glass, Dragontrail); the only thing I have found it to be listed as is “scratch-resistant glass.” Just something to keep in mind. Overall it is a decent screen, but there are better options available.-Camera-Sony has a reputation for making quality camera sensors, such as the iPhone and other flagships, so I was expecting some of that tech to drop down to their midrange phone. The result is good, but not much more than that. It comes equipped with a back-facing 13MP camera and a front, wide angle 5 MP camera. I couldn’t find any specific information on the sensor in the back, with Sony limiting themselves to only saying it is a Sony Exmor RS model, but no specific requirement in particular. Since there is no other phone that we can identify with this sensor, we’ll have to judge it independently with other phones in this price category. So, is it good? In general, yes. Photos taken in bright light come out excellent and the phone does focus quick on the subject or background that is being exposed. Colors are a bit lighter than what they are in real life, but it’s not a deal breaker. Low light is surprisingly good for the price. Sure, it isn’t up to the level of an S6 or a G4, but it is above what most other phones can deliver. The phone does suffer from motion blur, so nighttime shots are best left for tripod or steady hands. In short, it is a decent camera perfect for social media.-Software-The Xperia M4 comes with Android Lollipop 5.0 with some extras that range from good to completely useless. The phone has a custom Sony skin that would look okay if the other apps that you had look similar. But their round shape and overall design contrast to all the other apps that you might download. In addition to this, there are also apps that I wish Sony would make downloadable if needed, but removable if not needed. Apps such as XPERIA Lounge and Playstation Video are useless for me since I don’t have a Playstation and other such as Sketch and AR effect are fun, but ultimately just gimmicks. There are also a few small apps that can be used while using another app, for example the browser, a timer, and a calculator. There are also some small apps that can be downloaded from the Play Store, but you still can’t use any apps. Everything else works similarly to stock Android, with performance being much better if there hadn’t added some annoying bloatware to the mix. The good news is that Sony promises an update to 6.0 Marshmallow for 2016, so that is a positive note. Sony did a good job, but I can’t help but wonder it if could’ve been better.-Waterproofing and Extra Notes-Now, on to this phone’s highlighted feature: the water resistance. Just a little bit of information that you should know: Sony never directly states that it is completely waterproof. They even advise against putting it completely underwater. Nevertheless, it is good on its promise of being water resistant. Placing it underwater for 20 minutes completely submerged didn’t harm it and listening to music in the shower worked great. I wouldn’t recommend doing it constantly, but it does give reassurance that water will not kill it. Something I do want to note is that this phone heats up rapidly even when just going through simple web browsing. Also, the battery does not give 2 days of battery life. The power saving modes do help with battery life, but the most I’ve gotten in general use is one day with 4 hours of screen on time. It is good, but nowhere near the 2 hours it claims.-Conclusion-Here is where I have trouble with this phone. Independently, it is a really good phone with good performance for what it is in addition to a beautiful design and waterproofing that gives users the confidence to have it in the rain. However, there is currently a lot of competition that makes it hard to recommend this phone. For starters, if you want the best bang for your buck, there is the Blu Life One X with a better screen and similar design for less money at $149. If you want a compact phone, there is the Alcatel Idol 3 4.7 at $179 which is still a good phone that is lighter. If you want the looks of the M4, what’s wrong with the OnePlus X, which has a much better screen, much more power, and looks almost the same at a slightly higher price of $249? Honestly, any of the above options are great and they are cheaper than the M4. If you really need the waterproofing, then this is one of your cheaper options and definitely the one to get. But for everyone else, the other options would probably be better."
"2225","The phone has some performance issues. It does not automatically connect to known WiFi connections and there are audio issues where it has difficult switching between headphones, to Bluetooth to normal use. Each time this happens a factory reset appears to correct the issue, but clearly that is inconvenient."
"2226","Love this phone! Nice camera, nice design, feels and looks expensive. I get 4g LTE with tmoblie."
"2227","All I can say is WOW! This is a great phone, I don't know about the comments regarding the camera quality, it blows my S5 and Nexus 5x away. Have not had any over heating issues either but I'm not running a bunch of apps at the same time. Works great on Tmobile network. Wait for it to go on sale and for the price it can't be beat."
"2228","OK👌"
"2229","Had this for about 3 weeks now. Phone works without any problems, no heating up but battery life is not as described. I love the phone still though."
"2230","I'm an Iphone user who purchased and set this up for my mother in law. I have used android tablets, so I have a general familiarity with them. I was impressed with this phone, which has a nice screen and everything functions quickly. I was also impressed with the versatility/configurability of android, as this was my first real time spent setting it up. For the money (I got it on a flash deal for $149) I don't think you can beat this device.UPDATE: 3/20/2016For those who've suffered heat or battery life issues, or the ""sleep of death"", I also had this problem, which is highly frustrating. However, these issues resolved for me by using the Sony PC companion software. You have to connect the phone to the computer and in the PC Companion, press start under Support Zone > Start under update phone software > repair phone. Then follow the on screen instructions in the program. Since I did this (a month ago) I've had no further problems and it's been a fantastic phone."
"2231","Thanks, very good"
"2232","I have an LG G3 in RMA. It just resets on its own. I needed a spare phone and was considering a BLU phone until I found this at 50% off the MSRP. This was a lucky impulse buy which I got at the right time.The phone was the E2306. This thing has T-Mobile's HSPA+ (3G) 1700 MHz frequency (not common) for unlocked phones. It also has LTE bands 2,4,5,12,17 which are the majority of T-Mobile and AT&T frequencies.The phone is pretty slick. I love the aesthetics. It feels dense though. I fear if I drop it, it will break.I had a Nexus 5 (32GB) and LG G3 (32GB) before this phone. So I will use them as references.First item to compare… the screen size and resolution. This phone has the smallest size of the 3 and the smallest resolution of 1280 x 720 (HD). Nexus 5 was a Full HD phone and the LG G3 is a Quad HD. I do not feel that I am missing anything with the lower resolution. How small do you need your text? Everything appears to be crystal clear.Next is the RAM… This has 2GB to match the Nexus 5, and 1GB less than the LG G3. I did not see this phone slow down. I have not been playing any games. I have not been using it at its fullest limit.Next is the storage… this phone has the smallest of the 3 phones with 16 GB. So, this will limit the number of apps you can use and install. I saw this limit on a Samsung tablet and I believe this is the greatest detractor. Now, this also has an MicroSD slot. This is something that the Nexus 5 does not have. So potentially, you can store more pictures and music in this device. The LG G3 wins hands down with 32GB internal with MicroSD card expansion slot. As a spare phone, this Xperia M4 is perfect for me. This could be my daily driver if my LG G3 cannot be repaired. (I no longer have the Nexus 5).NFC… all the phones have NFC, and Bluetooth, Wi-Fi wireless N also included.Battery… the battery is not user replaceable. This was the flaw with my Nexus 5 and why it needed to be replaced. The LG G3 wins this factor with a replaceable battery.Processor speed… This is the slowest on paper but it is future proofed with a 64-bit processor. Although it is an Octo (8) core, it is more like 2 quad cores switching between the two. I do not think I am missing the power. It is still as smooth as the other phones.Speaker… The Nexus 5 and this phone has roughly the same location. The LG G3 speaker is on the back. Of the 3 phones mentioned, this has the BEST SPEAKER phone volume and SPEAKER for music.Camera… This has a 13 MP camera. IT IS THE BEST CAMERA OF ALL 3 PHONES NOTED. I have not taken a blurry picture with this phone. It is slower than the LG G3 and about the same speed as the Nexus 5 in taking pictures, but it is worth it for the quality.Waterproof… need I say more. The LG G3 and the Nexus 5 are not. So, I can put this under the sink faucet and wash my phone. This is probably a major reason that the battery is not user replaceable.Other items to note:1. This phone uses a Nano-SIM. This is the smallest of the 3 phone SIM card form factors.2. The native messaging app stinks! Sony dropped the ball on how it handles group SMS/MMS and organizing the received messages on the group. Sony splits ALL the received messages and sending a group MMS requires a subject. Unfortunately, all the replies are still on separate strings. Get another app, like Google Messenger, Textra, Evolve SMS, etc. With all the benefits of this phone, I could not rate this phone below a five star."
"2233","I am very satisfied, I exceeded my expectations, excellent cost-benefit."
"2234","phone is great except that the camera doesn't work with several third party apps. Of course, neither Sony nor the app developers have been helpful. I suspect it has to do with support for the specific camera hardware, and I don't expect it to be resolved anytime soon. otherwise a great Android phone."
"2235","The first time I put the phone under water the microphone stopped working on calls. I disabled the secondary mic that is for noise suppression and now the main mic seems to be working on calls but the quality is poor. This is a disappointment for a phone with ""aqua"" in the name. The battery life is terrible. It often lasts less than 12 hours. Sony customer support was worthless as usual. Now I have to send it in and be without a phone for 2 weeks. But seriously, it's a $200 phone, so what do you expect."
"2236","It get's hot easily not like red hot but is uncomfortable also poor camera quality"
"2237","I purchased this phone when the price first dropped to $200 on Black Friday. I figured this would be an upgrade to my damaged Nexus 4, rather than repairing it. The great part of this phone is that it had more RAM, drive space and a seemingly faster processor. Plus that fact that I could add an SD card and was waterproof was a bonus.Upon use I immediately noticed that the octa-core processor would heat up the phone very easily, to the point that it would be hot to touch. I use this for everything, from setting appointments, sharing files across apps, playing Candy Crush, running with RunKeeper and playing music, using Waze/Google Maps and posting on Facebook. It acts fine with using one app at a time, but crashes, overheats and slows down completely when multitasking. This is VERY frustrating when I'm trying to make a call or quickly set up directions for navigation.On the plus side, I am happy that it is waterproof. I went running last month, and during the last quarter-mile, I got stuck in a rain storm. Did not affect the device at all.Beside the fact that it has more storage that is also expandable, my Nexus 4 with less cores and less memory easily out-performs this phone. Hopefully the Z-series of this phone is much faster, else I may have to get the more expensive Samsung S series phones to solve my frustrations."
"2238","I bought this phone in Aug of 2015 and I still love it. It has everything that I need and want with a phone. It takes decent photos, and is just the right size for me. I did almost run out of space on it once but the problem was easily resolved by uploading all of my pictures to google drive and then deleting them from my phone. As mentioned by some other reviewers it does heat up sometimes but this is rare and has never been a real problem. The battery life is good, for me itusually last a couple days unless I am constantly using my phone. I did take some pictures with it while standing in a creek where the phone was exposed to some water, not completely immersed, and it was fine. The phone looks really nice and sleek and like I said is the perfect size for me I am 5'4"" and I don't like the huge phones. At the same time the screen seems really big when I am watching something on the phone. I have had the phone almost a year and have had no hardware or software problems. I am so happy I found and bought this cell phone it has definitely met and exceeded my expectations and I only paid a little over 200 dollars for it. I will probably replace it when it is really outdated but it will be hard to part with! I definitely recommend this phone if you are an android person."
"2239","Bought for my wife. She takes a lot of pictures with her camera and this works perfectly for her. The phone part is also nice. I have a Sony and like it very much. Bluetooth with my Sony TV"
"2240","Excelent phone at a good price !! Recomended 100%"
"2241","After having this phone for a few months now, I've found much less to like about it than when I originally got it.Performance is god awful, I dont do a lot on my phone other than basic social media and google play in the background pretty regularly and that already taxes the phone pretty hard to the point I felt like my Nexus 4 was faster (which came out a couple years before this phone did)Battery life is advertised for 2 days under light load which is respectable but I havent seen even near that, if you're constantly using 4G LTE data for even just web browsing the battery drains very quickly and you'll be lucky to see 6 hours on a full charge... charging speeds are decent for micro usbthe camera must be defective for mine because it doesnt seem to focus at all, everything I try to take a picture of looks blurry and it takes forever to snap...Conclusion... Its not a bad phone for 200 bucks but the more I use it the more I wish I just lived without a phone for a bit longer and bought something better."
"2242","I love it"
"2243","Excelent price, excelent hardware and price... great phone...."
"2244","i was very happy to purchase this phone was really fast shipping thanks to amazon butt very disappointed after i receive camera failure afer 2 pictures and going very very hot top back of the phone see picture i was big fan of sony butt very disappointed with this product I'm going to returning thanks as amazon costumer"
"2245","Heats up like hell. Cant hold to the face. This is the behavior right out the box. Wished had opened it sooner to send back. (Sigh)"
"2246","Over heating and restarts on it own several time in a day. I bought this afyer my experience with z3. As a second for my house hold use. Cobtiuesly having issues of restart regardless of uninstalling lot of apps and running with n dafe mode for a while. I always think Sony is good because t thisnone failed. May be next time I should think or wait till get a good review on new phones."
"2247","Good design but it slow compared for the price range"
"2248","The Phone turns off everytime i don't use it... And the unic way to turns it on is pressing the emergency ""off"" button... I think this product was broken because that price... I want a refund of my money."
"2249","Great phone"
"2250","My son loves this phone. It is fast enough to handle games and daily tasks. The screen is clear and responsive. I can't attest to the water resiliency as he bought a case for it to protect it. I highly recommend. It worked great with the Straight Talk Sim card I purchased here on Amazon for a discount."
"2251","awesome phone"
"2252","MIC/SPEAKER STOPPED WORKING 2 WEEKS AFTER THE 30 DAY REFUND/RETURN PERIOD!!!!"
"2253","excelente"
"2254","This is an good phone for the price you pay for it with a fluent minimalist interface that I like much more than other Android customizations, like TouchWiz. My only complaints would be that sometimes the colors of my photos are a little bit opaque for my taste and that, although the phone has a good battery life it is far from the two days promised by Sony."
"2255","Awesome! Good quality & affordable price! Thanks Sony!"
"2256","Great!!!!"
"2257","Reading online this seemed like my perfect phone, it had the power I needed and compact and stylish. I'm not a power user by no means I only play a couple of games that my Moto G can handle well and Internet browsing but this phone would constantly close my apps without an error and delete all the progress I had done with it. Not to mention using it in the lowest screen light would still make the phone so hot it would hurt to hold, and even iny pocket without use it would do it. Never had a defective Sony phone before and I got this brand new I honestly think thats just how it was supposed to work, which didn't work for me. I guess if you want a reliable phone and don't use apps or the Internet a lot I would recommend it."
"2258","Very good but I did get a sellsrecite"
"2259","nice phoe"
"2260","very nice phone love it"
"2261","Very good"
"2262","I'm still getting used to it and as usual comes with a lot of apps that you don't want or need but speed is good is easy to customize and was able to do the transition from my old phone pretty quickly"
"2263","The phone works fine but wont hold charge the battery drain very fast, I fully charged night before in the morning the battery only has%30 .it has also over heat problem."
"2264","So I just got the phone today and I'll leave another review in a few weeks. So far it's nice. The touch response is great, the resolution is great, the camera isn't bad if you manually adjust it, but the shutter is slow and having to change the settings often could be a drag. The only thing that scared me is that I've felt a couple momentary lags and it's the first day, but I was installing a bunch of apps, so we'll see. It's just my opinion, but I like the UI. I really hope I can enable voice to text. I bought the phone at $200,so it was definitely worth the price. The port covers are awesome, much better than those on the first z. My wife had the moto g 3rd Gen, so I'll leave a comparison soon."
"2265","great phone easy to use, the only disadvantage I found is that it heats rapidlyboth the frontal and back cameras have a very good resolution"
"2266","I cannot figure out how to use it."
"2267","Poor packaging. The phone that was sent to me does not have us warranty. Amazon cheated me on this. I tried to register on Sony support site. It says that this phone is not meant for US and does not recognize it's IMEI and says no warranty. Battery drains fast. Back Camera takes awful pictures. Did not expect that from Sony. Not sure if I got new one or refurbished crap. Feeling cheated."
"2268","Best phone I have ever owned and clearly one of the top ten Android phones ever made."
"2269","Excellent phone does everything as advertised. I'm very happy. For the money you would be hard pressed to find a phone with similar features."
"2270","This is my first mid grade Smart Phone, and I love it so far!"
"2271","So after long deliberation about my first smartphone, I chose the Sony Xperia M4 Aqua. I have had Sony Ericsson phones before that were very sturdy so I was hoping for something similar. My husband trusted my judgement, and also needed a new phone, so we ended up ordering two. We've had them for seven weeks now;Frankly, I am very disappointed. If I have one word to describe this phone, it would be: slow. I did not install that much apps or anything, but when switching on the phone, it just takes a long time. Also, when opening social media apps like whatsapp or facebook, it just keeps switching off and on while you are typing, extremely annoying. Taking a picture of something that is not a still object, is practically impossible. It takes 3-4 sec to take the shot, which is a very very long time. So you end up always missing that one moment. And when you take the picture, after a few seconds you see a frame being 'saved' but this is not the picture you end up with. So blurry pictures are now a big part of my library, unfortunately.Even worse with the video recording - without any sign that something is wrong, they can end up completely black. I was taping two of our friends saying 'I do' at their wedding, and afterwards it turned out there was absolutely nothing on the tape (you did see that something was taped though, and I could 'play' it, but as said, it is completely black). Next video I tried turned out fine - no idea why. But again, I missed the big moment because of the phone.When someone calls and you just touch the screen somewhere to pick up the phone, you are disconnected most of the times.My husband's phone stopped working after five weeks of light use - microphone did not work in 4 out of 5 times. He had to ship it to be looked at and has to miss his phone 15 business days without any replacement. This is completely unacceptable for a brand new phone! He should just get a new one, if you ask me.Also, be careful when placing the phone in your pocket, because the back tends to become really, really hot- almost too hot to touch at one point. Can not be healthy to walk around with, close to your body.And the last thing I do not like is the fact that it is too big for my hands, but that's just because I have rather small hands.What do I like -- I like the design- I like the fact that it's water proof, however did not put this to the test yet- I like the the ringtones- I definitely like the battery life (two days easily), takes at least 6 hours to recharge though.But I would not recommend it to anyone.UPDATE: in looking for a solution for the videos always turning out black - I found that this is an issue that is often reported and well know to Sony. Their only solution is to restart the phone. Then 1 or 2 videos can turn out OK."
"2272","Excelente"
"2273","Best in this price... I love Sony always...."
"2274","Perfect . Amazing phone for that price . I recommended a lot"
"2275","Received this product very quickly after purchase (I ordered it monday and got it on friday). So i really liked that. It was a new phone, the color on the box was not the color of the phone, which i didn't mind at all. (The box showed a white phone, though i had ordered a black one) Turned it on and works beautifully right now.Price: not terrible for this phone, so all around I am happy with my purchase"
"2276","Do not buy this product. I hate it. This is my first comment. I used this to take some photos. However, the photos can not be saved to the phone."
"2277","I HAVE ORDERED MY PHONE AND RECEIVED IT, WHEN I TRIED SWITCHING ON IT DIDNT ON AND I TRIED PUTTING CHARGING BUT STILL ITS NOT ON,TRYING TO CALL CUSTOMER SERVICE WILL SEE WHATS THERE RESPONCE ??"
"2278","Not sure yet"
"2279","This phone though a nice slick phone has a serious heating problem at the back. Even through a hard case its still warm to the touch. Sony needs to get this temperature thing right?"
"2280","A very sturdy phone, little bit slushy at times, but makes my teen-aged son happy-happy. Heats up soon with few apps/games running (and especially if you have a protective case). As an ardent Sony fan, the price and the quality of this phone is good. Would have given 4+ if not for the sluggish and heat factor. Best suitable for an early teen with minimal usage (and as expected gaming usage)."
"2281","Had for about a week, with no complains. The only problem I've noticed is a typical heat increase when gaming, and the YouTube isn't the best (takes a while to load videos)"
"2282","Love it"
"2283","very good"
"2284","Really a junky phone. Have only had 4 months now, and cannot hear a phone conversation unless I have it on speaker phone. Also constantly loses the 4g connection, I have to restart the phone so it will connect."
"2285","Great"
"2286","Worst cell phone ever, not reliable. It just heat itself and turn it off for several hours until the battery is drained. Not recommended at all, returning it to amazon."
"2287","I am writing to you to report the problem has been happening with my Smartphone Sony Xperia M4 Aqua , which since last January I have given use, it turns out that the problem started slightly from about 2 months turned off and lit , passing day the fault was increasing as the image on the screen froze , then think of a distortion of colors and shapes, he turned it off and had to resort to forced restart.The phone will have been two factory reset , and does not have different applications bringing (except for Whatsapp ) and currently does not work, start logo Xperia then Android , distortion of colors and shapes occurs on the screen and is off and so is every cycle ."
"2288","I received the cellphone in January 2016 because im from Venezuela. Its was a gift for my girlfriend and the last month was her birthday. The cellphone does not charge, the green led is off even when the charger is conected. I tried with differents chargers, computer conection, differents cables, press the reset button for 15 seg 30 seg 1 min 5 min. Press the vol+ and power button, vol- and power buttom, press the power buttom for 5 min, all kind o recommendations from sony.com and nothing. The cellphone does not start. I want to know what i can do about it. Thank you for your time."
"2289","I've been having some problems with the phone. I've tried to get a hold of the warranty that it came with and they said to just master reset my phone. I like the phone its just giving me a lot of technical problems."
"2290","*Update after 5 months*Loud speakers blew out.I'm pretty sure it's from being caught in heavy rain a couple weeks ago.Buy this POS at your own risk.It's cheaper right now so it could be worth the money.I've had this phone for a couple months now. I really haven't had a problem with it. The screen can get pretty warm at times but it hasn't overheated. The camera is really nice just not great in horrible lighting and the battery life can drain pretty quickly depending on the activity, but that's fine lol my only real gripe is that there aren't any good (protective) cases for it."
"2291","The phone itself is not bad, but the customer service from Sony is awful. After a few months of using the phone, the ear piece in the phone stopped working, I called sony and explained the problem, it still worked on speaker, and with the handsfree set in, but not when holding the earpiece to my ear. They insisted it could be a software glitch and had me reset the phone..... twice, which did not work.So I had to send it in for repair, and this is where the fun starts. Having been told it would take about 14 business days to fix and send my phone back, I am currently still waiting and we are on business day 28. To this point, after 4 phone calls, and 3 emails (because one representative actually told me that they didn't have a way to call people at the facility where the repairs take place, true story!), still no-one can tell me when the phone might be fixed.With that in mind, I asked for a replacement phone the last time I contacted them, I felt that was not unreasonable as they were well past their own schedule for repairing and returning my device, and clearly could not give any clue as to when it might be done. They simply ignored that request and said that my phone would be repaired and sent back when they got the parts in. This could be in 6 days, or 6 months.I would not by this product and would recommend people avoid sony products if this is what happens when the slightest thing goes wrong. The support (or lack thereof) is appalling for a company of their size and standing, and it could be a simple fix, if they would just replace a device when they are having so much trouble finding the part they need for it. Instead they are leaving a paying customer hanging, with no recourse, and without the phone paid for."
"2292","I bought this one. However It was not work. So, I returned this item, however my credit card was charged again by seller's mistake. DO NOT BUY THIS s***"
"2293","I got this on a lightening deal for $200 bucks. However, I want to address some claims. Unless you are a very light user you will not get two days off a charge. If you are a heavy user, you might not get one day. I'm a moderate user and typically end the day in the 20%'s, which is good compared to my old iPhone. In spite of reviews, games with a lot of graphics do not play well with this phone, a lot of lag. Angry Birds, Minion Rush, laggy. Camera is a big disappointment, slow to turn on and slow shutter response. Quality is ok, you just never know when you're going to get the picture taken. Other apps all work well without lag. I really like the thinness of the phone and the 5"" screen. Audio connected thought Bluetooth is loud. Call quality is ok. Works great with Android Pay."
"2294","Excelent"
"2295","Love it"
"2296","Overheating problems since the first days. I hate this phone"
"2297","Really good for the price. I have had the phone for about 2 months.I'll get to the two things I don't like1) No Wireless charging... can't really complain but the flagship phones have it. For the price this is no big deal but I miss it.2) Camera is ok. Its not great. If you buy a phone for casual photos you'll be fine... if the camera is biggest deal ever for you then you may be disappointed."
